id,visit,count_exonic,count_intronic,count_intergenic,count_overlapping exon,percent_exonic,percent_intronic,percent_intergenic,percent_overlapping exon
10014843,visit_1,21749735,29440682,2357315,2131457,40.62,54.98,4.4,3.98
10014843,visit_2,20386630,28821536,2294959,2026725,39.58,55.96,4.46,3.94
10041309,visit_1,16191283,23296402,2012824,1697562,39.01,56.14,4.85,4.09
10041309,visit_2,13869166,20948319,1703388,1514954,37.98,57.36,4.66,4.15
10314102,visit_1,22809265,29006509,2300346,2240714,42.15,53.6,4.25,4.14
10314102,visit_2,20530809,22057177,1740154,1799789,46.32,49.76,3.93,4.06
10673291,visit_1,19125600,25883616,2194097,1859430,40.52,54.83,4.65,3.94
10673291,visit_2,17509464,22896223,1865121,1678084,41.42,54.17,4.41,3.97
11409794,visit_1,16369207,23033676,1860082,1684316,39.67,55.82,4.51,4.08
11409794,visit_2,21891957,27097339,2095585,2084634,42.85,53.04,4.1,4.08
11503150,visit_2,18152792,22445574,1806721,1620846,42.81,52.93,4.26,3.82
11679685,visit_1,16065669,21296660,1680409,1521048,41.15,54.55,4.3,3.9
11679685,visit_2,21826573,21750015,1811686,1772732,48.09,47.92,3.99,3.91
12245917,visit_1,11215852,43633654,20233832,1392394,14.94,58.11,26.95,1.85
12245917,visit_2,24850784,31573637,2403026,2412725,42.24,53.67,4.08,4.1
12497988,visit_1,15210546,18314162,2263620,1318026,42.5,51.17,6.33,3.68
12497988,visit_2,18385215,23316423,1876618,1670064,42.19,53.5,4.31,3.83
12691846,visit_1,21671319,27866518,2219333,2096602,41.87,53.84,4.29,4.05
12691846,visit_2,18059731,22891369,1829691,1653258,42.21,53.51,4.28,3.86
13135943,visit_1,18574610,21951481,1923021,1707713,43.76,51.71,4.53,4.02
13135943,visit_2,20100316,19345389,1680200,1643052,48.88,47.04,4.09,4
14440557,visit_1,20810520,31827240,2482234,2138052,37.75,57.74,4.5,3.88
14440557,visit_2,18459209,24066567,1877260,1760651,41.57,54.2,4.23,3.97
14755111,visit_1,15883531,18537822,1576238,1390008,44.12,51.5,4.38,3.86
14755111,visit_2,20279867,24016410,1920285,1817303,43.88,51.96,4.15,3.93
15614407,visit_1,14193110,18231901,1558982,1322891,41.76,53.65,4.59,3.89
15614407,visit_2,19864685,24303667,1962800,1808028,43.06,52.68,4.25,3.92
15693659,visit_1,17916921,23151353,1894397,1706605,41.7,53.89,4.41,3.97
15693659,visit_2,25833238,29132257,2298823,2315938,45.11,50.87,4.01,4.04
15695035,visit_1,19438726,30280775,2296188,2119873,37.37,58.21,4.41,4.08
15695035,visit_2,19710681,22493150,1847085,1770208,44.75,51.06,4.19,4.02
16802035,visit_1,15885763,20006426,1541977,1481665,42.44,53.44,4.12,3.96
16802035,visit_2,18678846,22269888,1750953,1697728,43.74,52.15,4.1,3.98
19050848,visit_1,29511735,34370029,2930099,2595444,44.17,51.44,4.39,3.88
19050848,visit_2,19723457,23841515,1961411,1842580,43.32,52.37,4.31,4.05
19592436,visit_1,26953192,33321695,2506772,2482867,42.93,53.08,3.99,3.95
19592436,visit_2,16367413,19321596,1510735,1502401,44,51.94,4.06,4.04
20153763,visit_1,19926979,24204034,1841015,1898127,43.35,52.65,4,4.13
20153763,visit_2,17311191,19159670,1466977,1546963,45.63,50.5,3.87,4.08
20279733,visit_1,20564862,30410927,2269025,2092659,38.62,57.12,4.26,3.93
20279733,visit_2,15779010,23135706,1842725,1597326,38.71,56.76,4.52,3.92
20459194,visit_1,16335393,26905880,2297188,1687419,35.87,59.08,5.04,3.71
20459194,visit_2,15064188,22560361,1797651,1585013,38.21,57.23,4.56,4.02
21665931,visit_1,21096011,26514088,2019070,1932551,42.51,53.42,4.07,3.89
21665931,visit_2,14790573,17551019,1770418,1430483,43.36,51.45,5.19,4.19
21699889,visit_1,18089725,23977578,1842354,1784290,41.2,54.61,4.2,4.06
21699889,visit_2,18578608,27835559,2140434,2001851,38.26,57.33,4.41,4.12
21755088,visit_1,23969328,30866995,2306633,2263999,41.95,54.02,4.04,3.96
21755088,visit_2,18679303,22383791,1728547,1755071,43.65,52.31,4.04,4.1
21810750,visit_1,15328966,25178846,1898188,1709396,36.15,59.38,4.48,4.03
21810750,visit_2,15375134,20778318,1611413,1475308,40.71,55.02,4.27,3.91
22004824,visit_1,18818058,32699920,2568564,2112066,34.79,60.46,4.75,3.9
22004824,visit_2,18344277,25651913,2097692,1768195,39.8,55.65,4.55,3.84
22338816,visit_1,20407363,28328842,2331910,2018132,39.96,55.47,4.57,3.95
22338816,visit_2,16654787,26292594,2062364,1757918,37,58.42,4.58,3.91
24602302,visit_1,25083022,30906117,2542150,2388263,42.85,52.8,4.34,4.08
24602302,visit_2,22323830,27444897,2375388,2140717,42.81,52.63,4.56,4.11
24748006,visit_1,16143367,21482450,1602745,1609465,41.15,54.76,4.09,4.1
24748006,visit_2,15294031,17523450,1555419,1386778,44.49,50.98,4.53,4.03
24958853,visit_1,20308356,26616253,2051726,1886494,41.47,54.35,4.19,3.85
24958853,visit_2,16980679,24140266,2032944,1803545,39.35,55.94,4.71,4.18
25641879,visit_1,26830072,39610011,3011599,2855663,38.63,57.03,4.34,4.11
25641879,visit_2,14524708,18663769,1550382,1489482,41.81,53.73,4.46,4.29
28951299,visit_1,25990953,36031181,2848615,2536974,40.07,55.54,4.39,3.91
28951299,visit_2,18634403,24333273,1967662,1794703,41.47,54.15,4.38,3.99
29773296,visit_1,27411656,37766971,3480571,2665177,39.92,55.01,5.07,3.88
29773296,visit_2,12822648,18728116,1688750,1369439,38.58,56.34,5.08,4.12
31444185,visit_1,16209631,23936636,1866619,1645790,38.58,56.97,4.44,3.92
31444185,visit_2,18498419,25887262,2124228,1920181,39.77,55.66,4.57,4.13
32074197,visit_1,18523512,25471435,2068639,1839773,40.21,55.3,4.49,3.99
32074197,visit_2,17546842,24938803,2198267,1870282,39.27,55.81,4.92,4.19
32095482,visit_1,22173765,36986504,3065438,2492892,35.63,59.44,4.93,4.01
32095482,visit_2,19878017,27093027,2180496,2007153,40.44,55.12,4.44,4.08
33637794,visit_1,22751389,28834147,2207210,2185641,42.29,53.6,4.1,4.06
33637794,visit_2,25102491,27363128,2185319,2124386,45.93,50.07,4,3.89
35384510,visit_1,20143873,30683083,2432823,2115886,37.82,57.61,4.57,3.97
35384510,visit_2,16394361,16203650,1242710,1319274,48.45,47.88,3.67,3.9
35654870,visit_1,20162957,19863364,1651803,1601692,48.38,47.66,3.96,3.84
35654870,visit_2,16050574,24658841,2264943,1702962,37.35,57.38,5.27,3.96
36012657,visit_1,22957595,32371181,2510389,2247104,39.69,55.97,4.34,3.89
36012657,visit_2,17826037,28872369,2172003,1960081,36.48,59.08,4.44,4.01
39500930,visit_1,19696435,24356364,1968770,1774804,42.8,52.92,4.28,3.86
39500930,visit_2,21537676,29599621,3244427,2078089,39.6,54.43,5.97,3.82
41198997,visit_2,18078619,26884438,2160686,1871485,38.36,57.05,4.59,3.97
41441338,visit_1,22999149,30788675,2510803,2247302,40.85,54.69,4.46,3.99
41441338,visit_2,20550871,26691215,2293063,1995600,41.49,53.88,4.63,4.03
44901239,visit_1,21480578,30879022,2723314,2393320,39,56.06,4.94,4.34
44901239,visit_2,17866678,20433066,1631442,1548086,44.74,51.17,4.09,3.88
44973774,visit_1,17910202,25978811,2083847,1897463,38.96,56.51,4.53,4.13
44973774,visit_2,16225763,23681496,1905645,1651404,38.81,56.64,4.56,3.95
48333546,visit_1,22932131,27938531,3483292,2244166,42.19,51.4,6.41,4.13
48333546,visit_2,15607684,24020711,2204290,1579969,37.31,57.42,5.27,3.78
pool.4.b1,control,10025462,20660726,6238608,1035089,27.15,55.95,16.9,2.8
pool.4.h12,control,14713845,30743334,9395687,1641301,26.82,56.05,17.13,2.99
11146263,visit_1,19516794,28946666,2704019,1871409,38.14,56.57,5.28,3.66
11146263,visit_2,22218129,30889038,2433377,2135805,40,55.62,4.38,3.85
11192838,visit_1,22316539,32608082,2746024,2128493,38.7,56.54,4.76,3.69
11192838,visit_2,19853964,25000610,2017750,1754746,42.36,53.34,4.3,3.74
11503150,visit_1,21350843,29441731,2456955,2069590,40.1,55.29,4.61,3.89
11563294,visit_1,22803934,28550662,2487321,2215868,42.35,53.03,4.62,4.12
11563294,visit_2,28908230,27638102,2427208,2312003,49.02,46.87,4.12,3.92
11795698,visit_1,19806045,30743694,2407428,2019692,37.4,58.05,4.55,3.81
11795698,visit_2,20942936,32280882,2538648,2103751,37.56,57.89,4.55,3.77
12312419,visit_1,18774073,24200962,2152152,1699829,41.6,53.63,4.77,3.77
12312419,visit_2,25334048,30487587,2313300,2204856,43.58,52.44,3.98,3.79
13350293,visit_1,16652144,27690529,2059608,1787759,35.89,59.67,4.44,3.85
13350293,visit_2,20982594,30777360,2291278,2074106,38.82,56.94,4.24,3.84
13478954,visit_1,20750909,30750503,2299951,2061854,38.57,57.16,4.27,3.83
13478954,visit_2,22711201,28287123,2135671,2019425,42.74,53.24,4.02,3.8
14071914,visit_1,19543081,30036869,2231386,2022100,37.72,57.97,4.31,3.9
14071914,visit_2,18082835,24407393,1840622,1712508,40.79,55.06,4.15,3.86
14440564,visit_1,23466991,29666696,2739147,2119249,42,53.1,4.9,3.79
14440564,visit_2,23349576,26699816,2338395,2079739,44.57,50.97,4.46,3.97
14950380,visit_1,17731861,25658005,1928707,1800862,39.13,56.62,4.26,3.97
14950380,visit_2,24100987,32192030,2417204,2292849,41.05,54.83,4.12,3.91
15777576,visit_1,19189991,24149883,1979885,1770810,42.34,53.29,4.37,3.91
15777576,visit_2,23445453,28378231,2839313,2019953,42.89,51.91,5.19,3.7
16274417,visit_1,17348360,27905867,2948334,1899879,35.99,57.89,6.12,3.94
16274417,visit_2,21320606,26893553,2047663,2036007,42.42,53.51,4.07,4.05
16559610,visit_1,17919244,28512719,2710978,1786607,36.46,58.02,5.52,3.64
16559610,visit_2,22756122,28187398,2417896,2076438,42.65,52.82,4.53,3.89
17457540,visit_1,20262704,30790087,2386941,2046653,37.92,57.62,4.47,3.83
17457540,visit_2,18728366,26373012,2217201,1768799,39.58,55.74,4.69,3.74
20291217,visit_1,20566316,26575551,2234318,2054936,41.65,53.82,4.53,4.16
20291217,visit_2,21123874,32364826,2834251,2403868,37.5,57.46,5.03,4.27
21122353,visit_2,20377566,30143880,2245882,2027509,38.62,57.13,4.26,3.84
23696164,visit_1,21837047,26450273,2162290,1992654,43.28,52.43,4.29,3.95
23696164,visit_2,25043047,22202731,1826906,1749863,51.03,45.24,3.72,3.57
26458745,visit_1,17320440,30139334,3085384,1858862,34.27,59.63,6.1,3.68
26458745,visit_2,16706897,22117923,1823840,1642623,41.1,54.41,4.49,4.04
26502972,visit_1,12075520,28288120,6716811,1406561,25.65,60.08,14.27,2.99
26502972,visit_2,15217133,25986296,2084525,1644266,35.15,60.03,4.82,3.8
26866054,visit_1,22084787,29600329,2237039,2036459,40.96,54.89,4.15,3.78
26866054,visit_2,19093069,29171673,2207219,1923749,37.83,57.8,4.37,3.81
27834445,visit_1,18764338,29605570,2367196,1901853,36.98,58.35,4.67,3.75
27834445,visit_2,19313455,29359467,2273795,2026581,37.91,57.63,4.46,3.98
29201191,visit_1,19116346,29069836,2384699,1976602,37.8,57.48,4.72,3.91
29201191,visit_2,21943252,34323281,2624803,2345961,37.26,58.28,4.46,3.98
29964327,visit_1,19590447,27743869,2153326,1868298,39.59,56.06,4.35,3.78
29964327,visit_2,20950014,29148188,2304670,2051610,39.98,55.62,4.4,3.92
30518501,visit_1,20594663,29785114,2362281,2007269,39.05,56.47,4.48,3.81
30518501,visit_2,22137389,27552090,2277501,1943530,42.6,53.02,4.38,3.74
30577879,visit_1,23697479,29615978,2739235,2326484,42.28,52.84,4.89,4.15
30577879,visit_2,19322045,29708984,2824741,2109377,37.26,57.29,5.45,4.07
31577548,visit_1,20711696,34109817,2660684,2252815,36.03,59.34,4.63,3.92
31577548,visit_2,16594116,29387742,2309335,1773065,34.36,60.86,4.78,3.67
32174021,visit_1,16669440,29458398,2189831,1888520,34.5,60.97,4.53,3.91
32174021,visit_2,17342905,29678862,2397905,2006943,35.09,60.05,4.85,4.06
32632374,visit_1,18170000,28159618,2267424,1835829,37.39,57.95,4.67,3.78
32632374,visit_2,19014084,29209947,2490178,2024982,37.49,57.6,4.91,3.99
32919011,visit_1,19460496,29101539,2205224,1957197,38.33,57.32,4.34,3.86
32919011,visit_2,18440371,25689111,2264503,1698826,39.75,55.37,4.88,3.66
33399445,visit_1,16691891,28342347,2213282,1797596,35.33,59.99,4.68,3.8
33399445,visit_2,19243123,26565456,2056352,1972494,40.2,55.5,4.3,4.12
33642034,visit_1,6336323,25959529,11299440,891686,14.53,59.55,25.92,2.05
33642034,visit_2,17817677,22734401,1923860,1803190,41.95,53.52,4.53,4.25
34212358,visit_1,20118113,26513381,2057060,1832767,41.32,54.46,4.22,3.76
34212358,visit_2,20435963,28009458,2146969,1865278,40.39,55.36,4.24,3.69
35061449,visit_1,18011449,32622432,2414198,2118720,33.95,61.5,4.55,3.99
35061449,visit_2,20388138,28446251,2390499,2299618,39.8,55.53,4.67,4.49
35420405,visit_1,20833380,32298806,2782090,2163480,37.26,57.76,4.98,3.87
35420405,visit_2,22909094,34136874,2598355,2323538,38.41,57.23,4.36,3.9
35611300,visit_1,20318632,23714305,1821512,1824956,44.31,51.72,3.97,3.98
35611300,visit_2,20734918,24680127,2209727,1952343,43.54,51.82,4.64,4.1
35659755,visit_1,21102222,26767405,2176717,1968981,42.17,53.49,4.35,3.93
35659755,visit_2,18694746,29900432,2567324,2215944,36.54,58.44,5.02,4.33
36072643,visit_1,21359205,37233573,2859842,2446826,34.76,60.59,4.65,3.98
36072643,visit_2,21577665,34362857,2710326,2331979,36.79,58.59,4.62,3.98
37710449,visit_1,22112589,41384294,3157945,2588508,33.17,62.09,4.74,3.88
37710449,visit_2,22606452,36378070,2925397,2392086,36.52,58.76,4.73,3.86
38675957,visit_1,22455352,33857174,2510270,2247357,38.17,57.56,4.27,3.82
38675957,visit_2,20245134,25056680,1935195,1806014,42.86,53.04,4.1,3.82
39197181,visit_1,18211009,25562171,2002117,1736094,39.78,55.84,4.37,3.79
39197181,visit_2,23104623,32429240,2548736,2231332,39.78,55.83,4.39,3.84
39227285,visit_1,18696789,28857098,3037974,1980235,36.96,57.04,6,3.91
39227285,visit_2,12606783,22513235,5117309,1290665,31.33,55.95,12.72,3.21
39466990,visit_1,18245094,29851754,2223511,1949794,36.26,59.32,4.42,3.87
39466990,visit_2,16884468,34470095,2510704,2150175,31.35,63.99,4.66,3.99
39523916,visit_1,25732970,38977057,3064004,2537423,37.97,57.51,4.52,3.74
39523916,visit_2,19577672,26917795,2225707,1880121,40.18,55.25,4.57,3.86
39969738,visit_1,18548879,24690571,1940252,1757179,41.06,54.65,4.29,3.89
39969738,visit_2,20888151,32635294,2454824,2115711,37.31,58.3,4.39,3.78
42364226,visit_1,24061667,36136747,2570671,2350497,38.33,57.57,4.1,3.74
42364226,visit_2,25678590,34378544,2750556,2394318,40.88,54.74,4.38,3.81
42421406,visit_1,19054875,29458920,7857671,1881732,33.8,52.26,13.94,3.34
42421406,visit_2,24468276,34917766,2766088,2443817,39.37,56.18,4.45,3.93
pool.3.b1,control,11702270,27204077,9175802,1264381,24.34,56.58,19.08,2.63
pool.3.h12,control,11926076,26381360,8576400,1284290,25.44,56.27,18.29,2.74
13754031,visit_1,13593224,19461647,2731904,1439050,37.98,54.38,7.63,4.02
13754031,visit_2,17664426,25399871,2665496,1883358,38.63,55.54,5.83,4.12
14023709,visit_2,22967988,31613070,2351403,2432419,40.34,55.53,4.13,4.27
14038559,visit_1,16294506,23274795,2169608,1693430,39.04,55.76,5.2,4.06
14038559,visit_2,15672554,24008080,2372173,1835870,37.27,57.09,5.64,4.37
14460760,visit_1,19358613,29339863,2494170,2172577,37.82,57.31,4.87,4.24
14460760,visit_2,20431836,23918834,1837435,2014712,44.24,51.79,3.98,4.36
14466072,visit_1,17526575,27364831,2475761,2045432,37,57.77,5.23,4.32
14466072,visit_2,18612111,25780031,2275079,1974234,39.88,55.24,4.88,4.23
14919369,visit_1,15698673,21642966,1772777,1670316,40.14,55.33,4.53,4.27
14919369,visit_2,18767395,20289383,1610689,1747578,46.15,49.89,3.96,4.3
15698806,visit_1,18446219,25669017,2294212,1930403,39.75,55.31,4.94,4.16
15698806,visit_2,17048209,19905451,1492621,1671733,44.34,51.77,3.88,4.35
16973847,visit_2,17467884,25745907,2201676,1854484,38.46,56.69,4.85,4.08
17122375,visit_1,15576689,18037066,1508324,1406188,44.35,51.36,4.29,4
17122375,visit_2,15159587,15535216,1334300,1364114,47.33,48.5,4.17,4.26
18222604,visit_1,23190982,31256776,3297211,2369536,40.16,54.13,5.71,4.1
18222604,visit_2,18264315,25732920,2028958,1995486,39.68,55.91,4.41,4.34
18270389,visit_1,14155134,19024117,2291937,1488685,39.91,53.63,6.46,4.2
18270389,visit_2,21777889,23379839,1944064,1907883,46.24,49.64,4.13,4.05
19144773,visit_1,20428383,26501601,2547367,1939015,41.29,53.56,5.15,3.92
19144773,visit_2,20091692,24287988,2132161,1883165,43.2,52.22,4.58,4.05
19916238,visit_1,18848323,31053548,2820843,2165731,35.75,58.9,5.35,4.11
19916238,visit_2,13650598,18318801,1480997,1368744,40.81,54.76,4.43,4.09
19928811,visit_1,10868306,16228876,1803332,1187708,37.61,56.15,6.24,4.11
19928811,visit_2,14508259,20664064,1701929,1533917,39.35,56.04,4.62,4.16
20688863,visit_1,15109345,23983408,2475913,1571068,36.35,57.7,5.96,3.78
20688863,visit_2,16042121,23729031,1856851,1589344,38.54,57,4.46,3.82
22696215,visit_1,15578540,26160955,1991508,1658031,35.62,59.82,4.55,3.79
22696215,visit_2,19319416,28353811,2147865,1999218,38.78,56.91,4.31,4.01
24199929,visit_2,17922493,16825200,2321173,1587107,48.35,45.39,6.26,4.28
24966145,visit_1,14200098,22855199,2076832,1606452,36.29,58.41,5.31,4.11
24966145,visit_2,18658303,27229174,2192241,2066435,38.81,56.63,4.56,4.3
28037299,visit_1,13998590,18502576,1670297,1416692,40.97,54.15,4.89,4.15
28037299,visit_2,12936994,22416232,4047041,1338959,32.83,56.89,10.27,3.4
30710495,visit_1,18791803,31236167,2635814,2055937,35.68,59.31,5,3.9
30710495,visit_2,18984348,25797952,2118965,1942248,40.48,55,4.52,4.14
30732598,visit_1,21537526,27867235,2040857,2134978,41.86,54.17,3.97,4.15
30732598,visit_2,30223427,39598535,3269797,3063480,41.35,54.18,4.47,4.19
30933774,visit_1,20752647,28118758,2180987,2076163,40.65,55.08,4.27,4.07
30933774,visit_2,12724977,22931153,1911493,1577934,33.87,61.04,5.09,4.2
31250772,visit_1,17708090,21912318,1787445,1709290,42.77,52.92,4.32,4.13
31250772,visit_2,18634440,23218238,1923978,1753550,42.57,53.04,4.39,4.01
31387608,visit_1,15428365,22165107,3010879,1514429,38,54.59,7.42,3.73
31387608,visit_2,19522556,29406025,2813666,1998047,37.73,56.83,5.44,3.86
33149147,visit_1,18238376,28551736,3231460,2193928,36.46,57.08,6.46,4.39
33149147,visit_2,13733446,22445872,2731121,1526046,35.3,57.69,7.02,3.92
33231465,visit_1,17724861,26959030,2534683,1890442,37.54,57.09,5.37,4
33231465,visit_2,16585800,21295205,1905280,1688737,41.69,53.52,4.79,4.24
33832965,visit_1,17512292,23776781,2537870,1921352,39.96,54.25,5.79,4.38
33832965,visit_2,13655727,20976071,1626775,1558633,37.66,57.85,4.49,4.3
33902289,visit_1,11879388,20280392,4243700,1417720,32.63,55.71,11.66,3.89
33902289,visit_2,20177830,34627331,2724406,2322878,35.07,60.19,4.74,4.04
33984485,visit_1,20251988,28079541,2342865,2155727,39.96,55.41,4.62,4.25
33984485,visit_2,17241054,23940653,2305252,1837624,39.65,55.05,5.3,4.23
34170259,visit_1,19216870,25749049,2127562,2046536,40.81,54.68,4.52,4.35
34170259,visit_2,14972789,20747497,2333162,1674472,39.35,54.52,6.13,4.4
34390898,visit_1,3709671,26222299,13576681,657195,8.53,60.27,31.2,1.51
34390898,visit_2,13998713,28977070,4780963,1535131,29.31,60.68,10.01,3.21
34449207,visit_1,15250966,20123445,1950912,1612771,40.86,53.91,5.23,4.32
34449207,visit_2,11459916,11891901,1375825,1237824,46.34,48.09,5.56,5.01
34718213,visit_1,19265686,32517668,2880182,2299085,35.24,59.49,5.27,4.21
34718213,visit_2,17689963,27859066,2427876,2011113,36.87,58.07,5.06,4.19
35374560,visit_1,14486415,21751122,2649346,1563544,37.25,55.93,6.81,4.02
35374560,visit_2,13287022,22275010,2217504,1625908,35.17,58.96,5.87,4.3
35500082,visit_1,21257706,25731564,2260096,2100454,43.16,52.25,4.59,4.26
35500082,visit_2,17260084,25399260,2243399,1802888,38.44,56.57,5,4.02
35989904,visit_1,16820762,25186926,2135890,1818551,38.1,57.06,4.84,4.12
35989904,visit_2,14488442,25992447,2657020,1757440,33.59,60.25,6.16,4.07
37234028,visit_1,10052168,27522162,6573946,1217928,22.77,62.34,14.89,2.76
37234028,visit_2,19330049,24681300,2244113,2076824,41.79,53.36,4.85,4.49
38736540,visit_1,15620969,23254347,1830786,1696624,38.38,57.13,4.5,4.17
38736540,visit_2,11585343,20269974,1603142,1436957,34.63,60.58,4.79,4.29
38912374,visit_1,16833474,20782701,1547799,1654109,42.98,53.07,3.95,4.22
38912374,visit_2,15108367,20711475,1529807,1598965,40.45,55.45,4.1,4.28
39865151,visit_1,16488352,25434480,1956790,1892118,37.58,57.96,4.46,4.31
39865151,visit_2,20497019,33660114,2799520,2393637,35.99,59.1,4.92,4.2
40705783,visit_1,14311314,19344856,1610617,1502337,40.58,54.85,4.57,4.26
40705783,visit_2,24613769,29046210,2209290,2218250,44.06,51.99,3.95,3.97
45830361,visit_1,22880816,30429912,2547871,2511641,40.96,54.48,4.56,4.5
45830361,visit_2,15315953,29853189,2442299,2052786,32.17,62.7,5.13,4.31
46749693,visit_1,15811664,28458777,2529134,1992477,33.79,60.81,5.4,4.26
46749693,visit_2,15293846,22730336,2392193,1612287,37.84,56.24,5.92,3.99
47954698,visit_1,17574930,18236343,1612202,1769953,46.96,48.73,4.31,4.73
47954698,visit_2,16780188,28703408,2296878,1875432,35.12,60.07,4.81,3.93
48199285,visit_1,17839198,34901181,2936408,2334737,32.04,62.69,5.27,4.19
48199285,visit_2,16241717,23681244,2359025,1717190,38.41,56.01,5.58,4.06
48372676,visit_1,13733209,22940572,3949349,1633341,33.81,56.47,9.72,4.02
48372676,visit_2,14244788,20486572,1706677,1571487,39.09,56.22,4.68,4.31
49861172,visit_1,16404873,24436560,2234424,1925040,38.08,56.73,5.19,4.47
49861172,visit_2,13592589,20556089,2169687,1536438,37.43,56.6,5.97,4.23
pool.5.b1,control,12642141,27243314,8251924,1343880,26.26,56.59,17.14,2.79
pool.5.h12,control,10090922,23177597,7786703,1170438,24.58,56.45,18.97,2.85
10016673,visit_2,42929105,64119572,4895885,4580812,38.35,57.28,4.37,4.09
10313088,visit_2,17764403,13780527,1106319,1311573,54.41,42.21,3.39,4.02
10341519,visit_1,11420489,13160599,1225910,1135247,44.25,51,4.75,4.4
10442614,visit_1,8045767,10907280,880292,852087,40.57,54.99,4.44,4.3
10480549,visit_1,14806853,21033795,1617748,1600870,39.53,56.15,4.32,4.27
10608959,visit_1,20402436,27139740,2087642,2183421,41.11,54.68,4.21,4.4
10758266,visit_1,21286022,27500361,2139232,2285649,41.8,54,4.2,4.49
11579282,visit_1,13227875,19667035,1532203,1513394,38.42,57.13,4.45,4.4
11609857,visit_1,11848197,16949479,1636386,1258864,38.93,55.69,5.38,4.14
11701703,visit_1,17823363,23354400,1938654,1844732,41.34,54.17,4.5,4.28
12025731,visit_1,22179195,26491872,2170954,2252929,43.62,52.11,4.27,4.43
12453544,visit_1,17965832,23858509,1896684,1888171,41.09,54.57,4.34,4.32
12593530,visit_2,17284876,24729927,2274261,1874407,39.03,55.84,5.14,4.23
13466917,visit_1,14171150,18584884,1431970,1416716,41.45,54.36,4.19,4.14
13560918,visit_1,15779470,20500690,1681774,1562767,41.57,54,4.43,4.12
13815676,visit_1,15837146,20188839,1646152,1533964,42.04,53.59,4.37,4.07
15289382,visit_1,9967340,13330959,1087290,1028083,40.87,54.67,4.46,4.22
15513105,visit_1,18461638,26317572,2017401,1922533,39.45,56.24,4.31,4.11
15670276,visit_1,14532262,19889247,1642196,1485810,40.3,55.15,4.55,4.12
15849227,visit_1,21419323,28048894,2208807,2197906,41.45,54.28,4.27,4.25
15879968,visit_1,27783674,38744473,3133282,3076089,39.88,55.62,4.5,4.42
15911878,visit_1,18155974,24506063,2018476,1972359,40.64,54.85,4.52,4.41
15947146,visit_1,25784728,33913024,2633672,2690967,41.37,54.41,4.23,4.32
16171092,visit_1,13661681,19578394,1560222,1482333,39.26,56.26,4.48,4.26
16263170,visit_1,26127587,33295663,2677664,2708653,42.07,53.62,4.31,4.36
16393530,visit_2,16972031,20880483,1703152,1679476,42.91,52.79,4.31,4.25
16486987,visit_1,21493119,31281752,2400636,2350705,38.95,56.69,4.35,4.26
16494255,visit_1,10698103,13586857,1050491,1042044,42.23,53.63,4.15,4.11
16525125,visit_1,14195636,22645909,1694655,1657721,36.84,58.77,4.4,4.3
16620453,visit_1,15271146,16326621,1224966,1395821,46.53,49.74,3.73,4.25
16851917,visit_1,20548741,34325458,2631829,2400735,35.73,59.69,4.58,4.17
16886418,visit_1,18345275,24935493,2033388,1902031,40.48,55.03,4.49,4.2
17061532,visit_1,18244710,23739953,1875254,1855289,41.6,54.13,4.28,4.23
17238163,visit_1,16170550,21841863,1730925,1657639,40.69,54.96,4.36,4.17
17498478,visit_1,16096936,19763116,1571193,1590674,43,52.8,4.2,4.25
17627449,visit_1,25504089,37563227,3302252,2768976,38.43,56.6,4.98,4.17
17908245,visit_1,12681463,20508489,1619496,1502407,36.43,58.92,4.65,4.32
17990599,visit_1,12045150,16635184,1289610,1335539,40.19,55.51,4.3,4.46
18080309,visit_1,16639391,22419658,1795467,1749161,40.73,54.88,4.39,4.28
18744169,visit_1,16146406,22169083,1696577,1714382,40.35,55.41,4.24,4.28
19178391,visit_1,14033636,23563176,1792291,1691757,35.63,59.82,4.55,4.29
19406263,visit_1,20623782,27749323,2245218,2149992,40.74,54.82,4.44,4.25
19699966,visit_1,18335809,24764666,1992429,1834783,40.66,54.92,4.42,4.07
19802792,visit_1,13514407,21294055,1576703,1546240,37.14,58.52,4.33,4.25
19841600,visit_1,16344833,24545286,1949628,1715017,38.15,57.3,4.55,4
19852466,visit_1,10720788,16257993,1281073,1201107,37.94,57.53,4.53,4.25
19923168,visit_1,19244920,29488622,2235133,2154269,37.76,57.86,4.39,4.23
20441648,visit_1,33566716,56708551,5487037,3900056,35.05,59.22,5.73,4.07
20648656,visit_1,15340417,20905784,1813568,1563252,40.31,54.93,4.77,4.11
20943288,visit_1,17785422,23358418,1857420,1754830,41.36,54.32,4.32,4.08
21400379,visit_2,11497977,15936940,1268007,1242552,40.06,55.52,4.42,4.33
21821963,visit_2,14353600,16304963,2101419,1342548,43.81,49.77,6.41,4.1
22081770,visit_2,20016900,30060931,2651522,2097814,37.96,57.01,5.03,3.98
22639017,visit_1,12315961,18109952,1561909,1437271,38.5,56.62,4.88,4.49
23479750,visit_2,20860204,35078989,2771618,2500039,35.53,59.75,4.72,4.26
23628720,visit_1,15308764,24476929,1918028,1771642,36.71,58.69,4.6,4.25
23917230,visit_1,11312469,20033000,1569894,1371441,34.37,60.86,4.77,4.17
24597479,visit_1,16785224,18898146,1627057,1601342,44.99,50.65,4.36,4.29
25563314,visit_1,14782969,22846700,1942763,1690059,37.36,57.73,4.91,4.27
